event_date,user_id
2024-01-02,4531
2024-01-02,4151
2024-01-02,4970
2024-01-02,3759
2024-01-02,3152
2024-01-02,2065
2024-01-02,944
2024-01-02,4560
2024-01-02,2641
2024-01-02,3866
2024-01-02,4198
2024-01-02,2504
2024-01-02,2681
2024-01-02,1842
2024-01-02,1565
2024-01-02,2973
2024-01-02,187
2024-01-02,1174
2024-01-02,3961
2024-01-02,2507
2024-01-02,846
2024-01-02,3718
2024-01-02,388
2024-01-02,4201
2024-01-02,4800
2024-01-02,3163
2024-01-02,2578
2024-01-02,3202
2024-01-02,2395
2024-01-02,4028
2024-01-02,2923
2024-01-02,3576
2024-01-02,3626
2024-01-02,3153
2024-01-02,1209
2024-01-02,440
2024-01-02,508
2024-01-02,3175
2024-01-02,1913
2024-01-02,3675
2024-01-02,4125
2024-01-02,2658
2024-01-02,4807
2024-01-02,3092
2024-01-02,2069
2024-01-02,4720
2024-01-02,905
2024-01-02,4577
2024-01-02,1764
2024-01-02,1271
2024-01-02,2416
2024-01-02,2591
2024-01-02,522
2024-01-02,1733
2024-01-02,4117
2024-01-02,926
2024-01-02,2295
2024-01-02,98
2024-01-02,75
2024-01-02,2779
2024-01-02,771
2024-01-02,265
2024-01-02,2764
2024-01-02,673
2024-01-02,428
2024-01-02,2741
2024-01-02,139
2024-01-02,3961
2024-01-02,1362
2024-01-02,3175
2024-01-02,2433
2024-01-02,3051
2024-01-02,1639
2024-01-02,4222
2024-01-02,4027
2024-01-02,4183
2024-01-02,4468
2024-01-02,3094
2024-01-02,4185
2024-01-02,2507
2024-01-02,2554
2024-01-02,1976
2024-01-02,39
2024-01-02,393
2024-01-02,2556
2024-01-02,955
2024-01-02,3378
2024-01-02,1009
2024-01-02,2045
2024-01-02,3005
2024-01-02,311
2024-01-02,1837
2024-01-02,2222
2024-01-02,3516
2024-01-02,2750
2024-01-02,71
2024-01-02,253
2024-01-02,4350
2024-01-02,3132
2024-01-02,2332
2024-01-02,2278
2024-01-02,4735
2024-01-02,3759
2024-01-02,1019
2024-01-02,930
2024-01-02,899
2024-01-02,4495
2024-01-02,1767
2024-01-02,3724
2024-01-02,3085
2024-01-02,3296
2024-01-02,242
2024-01-02,3550
2024-01-03,1362
2024-01-03,210
2024-01-03,4900
2024-01-03,1217
2024-01-03,4088
2024-01-03,596
2024-01-03,2870
2024-01-03,2166
2024-01-03,542
2024-01-03,2365
2024-01-03,1187
2024-01-03,4480
2024-01-03,2200
2024-01-03,3108
2024-01-03,111
2024-01-03,1265
2024-01-03,1777
2024-01-03,1041
2024-01-03,2895
2024-01-03,904
2024-01-03,2679
2024-01-03,936
2024-01-03,2534
2024-01-03,2669
2024-01-03,1623
2024-01-03,1016
2024-01-03,1834
2024-01-03,4726
2024-01-03,329
2024-01-03,874
2024-01-03,185
2024-01-03,1409
2024-01-03,1244
2024-01-03,2996
2024-01-03,2079
2024-01-03,4389
2024-01-03,1474
2024-01-03,1101
2024-01-03,567
2024-01-03,2051
2024-01-03,4414
2024-01-03,1574
2024-01-03,3210
2024-01-03,2916
2024-01-03,3853
2024-01-03,1750
2024-01-03,159
2024-01-03,3898
2024-01-03,1549
2024-01-03,858
2024-01-03,512
2024-01-03,3817
2024-01-03,4911
2024-01-03,1981
2024-01-03,744
2024-01-03,3242
2024-01-03,489
2024-01-03,1606
2024-01-03,3074
2024-01-03,750
2024-01-03,1083
2024-01-03,4541
2024-01-03,4970
2024-01-03,900
2024-01-03,2387
2024-01-03,1165
2024-01-03,2115
2024-01-03,4328
2024-01-03,4752
2024-01-03,1911
2024-01-03,240
2024-01-03,3156
2024-01-03,1575
2024-01-03,3013
2024-01-03,2887
2024-01-03,1044
2024-01-03,934
2024-01-03,552
2024-01-03,3598
2024-01-03,4682
2024-01-03,1974
2024-01-03,3159
2024-01-03,3676
2024-01-03,1712
2024-01-03,2033
2024-01-03,1527
2024-01-03,2062
2024-01-03,2338
2024-01-03,1583
2024-01-03,3646
2024-01-03,4208
2024-01-03,1066
2024-01-03,1452
2024-01-03,1056
2024-01-03,1733
2024-01-03,3286
2024-01-03,4906
2024-01-03,1570
2024-01-03,3468
2024-01-03,444
2024-01-03,2051
2024-01-03,724
2024-01-03,1217
2024-01-03,471
2024-01-03,3926
2024-01-03,2811
2024-01-03,4446
2024-01-03,3995
2024-01-03,2074
2024-01-03,3594
2024-01-03,714
2024-01-03,4209
2024-01-03,1648
2024-01-03,3522
2024-01-03,4107
2024-01-03,246
2024-01-03,2695
2024-01-03,516
2024-01-03,3874
2024-01-03,1302
2024-01-03,4827
2024-01-03,2765
2024-01-03,3632
2024-01-03,3757
2024-01-03,4138
2024-01-03,2386
2024-01-03,4550
2024-01-03,1879
2024-01-03,2643
2024-01-03,1749
2024-01-03,2355
2024-01-03,1043
2024-01-03,3561
2024-01-03,3294
2024-01-03,3524
2024-01-03,3447
2024-01-03,2680
2024-01-03,3660
2024-01-03,2301
2024-01-03,3485
2024-01-03,1181
2024-01-03,1446
2024-01-03,2341
2024-01-03,4239
2024-01-03,1188
2024-01-03,3842
2024-01-03,4497
2024-01-03,1961
2024-01-03,2652
2024-01-03,192
2024-01-03,3031
2024-01-03,4349
2024-01-03,3299
2024-01-03,1842
2024-01-03,3302
2024-01-03,2522
2024-01-03,1526
2024-01-03,1643
2024-01-03,1752
2024-01-03,2961
2024-01-03,2411
2024-01-03,2928
2024-01-03,1953
2024-01-03,4670
2024-01-03,472
2024-01-03,125
2024-01-03,2101
2024-01-03,2110
2024-01-03,2258
2024-01-03,2567
2024-01-03,1565
2024-01-03,4704
2024-01-03,4893
2024-01-03,1482
2024-01-03,1037
2024-01-03,672
2024-01-03,3021
2024-01-03,4727
2024-01-03,435
2024-01-03,4914
2024-01-03,3898
2024-01-03,272
2024-01-03,583
2024-01-03,373
2024-01-03,602
2024-01-03,2927
2024-01-03,4317
2024-01-03,455
2024-01-03,3753
2024-01-03,3492
2024-01-03,1837
2024-01-03,615
2024-01-03,1170
2024-01-03,4073
2024-01-03,4569
2024-01-03,4294
2024-01-03,362
2024-01-03,4834
2024-01-03,3733
2024-01-03,1226
2024-01-03,1172
2024-01-03,8
2024-01-03,3056
2024-01-03,2369
2024-01-03,1756
2024-01-03,3177
2024-01-03,3736
2024-01-03,3995
2024-01-03,4448
2024-01-03,4245
2024-01-03,1217
2024-01-03,268
2024-01-03,2390
2024-01-03,793
2024-01-03,1557
2024-01-03,841
2024-01-03,160
2024-01-03,2016
2024-01-03,160
2024-01-03,2631
2024-01-03,3362
2024-01-03,2131
2024-01-03,2785
2024-01-03,1793
2024-01-03,2439
2024-01-03,3461
2024-01-04,2206
2024-01-04,266
2024-01-04,1450
2024-01-04,3572
2024-01-04,3280
2024-01-04,397
2024-01-04,1286
2024-01-04,3629
2024-01-04,3928
2024-01-04,4103
2024-01-04,3244
2024-01-04,1116
2024-01-04,4723
2024-01-04,2201
2024-01-04,3447
2024-01-04,4214
2024-01-04,4139
2024-01-04,889
2024-01-04,3415
2024-01-04,3031
2024-01-04,4007
2024-01-04,1995
2024-01-04,2047
2024-01-04,3206
2024-01-04,2326
2024-01-04,3736
2024-01-04,4813
2024-01-04,362
2024-01-04,3128
2024-01-04,3776
2024-01-04,4764
2024-01-04,2446
2024-01-04,2102
2024-01-04,4183
2024-01-04,616
2024-01-04,3664
2024-01-04,2561
2024-01-04,4776
2024-01-04,769
2024-01-04,2115
2024-01-04,1734
2024-01-04,45
2024-01-04,3878
2024-01-04,1439
2024-01-04,2266
2024-01-04,2189
2024-01-04,2387
2024-01-04,2375
2024-01-04,150
2024-01-04,758
2024-01-04,1368
2024-01-04,4714
2024-01-04,2683
2024-01-04,331
2024-01-04,4391
2024-01-04,2809
2024-01-04,765
2024-01-04,4670
2024-01-04,3613
2024-01-04,2866
2024-01-04,1309
2024-01-04,373
2024-01-04,2182
2024-01-04,3286
2024-01-04,4538
2024-01-04,4559
2024-01-04,1375
2024-01-04,4635
2024-01-04,3484
2024-01-04,1399
2024-01-04,3365
2024-01-04,2393
2024-01-04,2533
2024-01-04,3907
2024-01-04,4681
2024-01-04,3853
2024-01-04,2186
2024-01-04,3812
2024-01-04,3720
2024-01-04,3581
2024-01-04,2833
2024-01-04,488
2024-01-04,3743
2024-01-04,1303
2024-01-04,590
2024-01-04,4156
2024-01-04,948
2024-01-04,3226
2024-01-04,4946
2024-01-04,2065
2024-01-04,571
2024-01-04,2336
2024-01-04,1483
2024-01-04,4827
2024-01-04,2514
2024-01-04,2211
2024-01-04,2058
2024-01-04,82
2024-01-04,2759
2024-01-04,4914
2024-01-04,4781
2024-01-04,1646
2024-01-04,4009
2024-01-04,3158
2024-01-04,996
2024-01-04,40
2024-01-04,245
2024-01-04,559
2024-01-04,1776
2024-01-04,3953
2024-01-04,2366
2024-01-04,965
2024-01-04,4464
2024-01-04,1524
2024-01-04,1297
2024-01-04,3101
2024-01-04,2591
2024-01-04,2399
2024-01-04,805
2024-01-04,4610
2024-01-04,4476
2024-01-04,2252
2024-01-04,1142
2024-01-04,654
2024-01-04,1997
2024-01-04,1472
2024-01-04,3564
2024-01-04,583
2024-01-04,4924
2024-01-04,2695
2024-01-04,3722
2024-01-04,2797
2024-01-04,2179
2024-01-04,339
2024-01-04,1395
2024-01-04,4523
2024-01-04,4876
2024-01-04,2818
2024-01-04,3311
2024-01-04,1530
2024-01-04,4572
2024-01-04,437
2024-01-04,2804
2024-01-04,1414
2024-01-04,1055
2024-01-04,2162
2024-01-04,3629
2024-01-04,3290
2024-01-04,4209
2024-01-04,1282
2024-01-04,2582
2024-01-04,4197
2024-01-04,3766
2024-01-04,2893
2024-01-04,141
2024-01-04,141
2024-01-04,1118
2024-01-04,4588
2024-01-04,3605
2024-01-04,1807
2024-01-04,2295
2024-01-04,4843
2024-01-04,3885
2024-01-04,758
2024-01-04,4054
2024-01-04,1636
2024-01-04,79
2024-01-04,2066
2024-01-04,4119
2024-01-04,2425
2024-01-04,245
2024-01-04,1293
2024-01-04,1414
2024-01-04,2060
2024-01-04,3561
2024-01-04,4593
2024-01-04,2569
2024-01-04,2929
2024-01-04,4325
2024-01-04,4525
2024-01-04,1066
2024-01-04,2830
2024-01-04,561
2024-01-04,3918
2024-01-04,2068
2024-01-04,396
2024-01-04,4447
2024-01-04,112
2024-01-04,1518
2024-01-04,3492
2024-01-04,1912
2024-01-04,2908
2024-01-04,1868
2024-01-04,3365
2024-01-04,892
2024-01-04,4714
2024-01-04,4379
2024-01-04,281
2024-01-04,1642
2024-01-04,2718
2024-01-04,1174
2024-01-04,1814
2024-01-04,4095
2024-01-04,562
2024-01-04,300
2024-01-04,3992
2024-01-04,3348
2024-01-04,226
2024-01-04,3398
2024-01-04,852
2024-01-04,1395
2024-01-04,4648
2024-01-04,4139
2024-01-04,2474
2024-01-04,1840
2024-01-04,699
2024-01-04,255
2024-01-04,3671
2024-01-04,1209
2024-01-04,3803
2024-01-04,826
2024-01-04,2809
2024-01-04,4938
2024-01-04,3199
2024-01-04,138
2024-01-04,3178
2024-01-04,1070
2024-01-04,2333
2024-01-05,2293
2024-01-05,2673
2024-01-05,3349
2024-01-05,4995
2024-01-05,3098
2024-01-05,3607
2024-01-05,1106
2024-01-05,1928
2024-01-05,3179
2024-01-05,715
2024-01-05,4527
2024-01-05,557
2024-01-05,239
2024-01-05,4638
2024-01-05,133
2024-01-05,2747
2024-01-05,3942
2024-01-05,4658
2024-01-05,3325
2024-01-05,521
2024-01-05,1466
2024-01-05,259
2024-01-05,4488
2024-01-05,1990
2024-01-05,4273
2024-01-05,315
2024-01-05,278
2024-01-05,1039
2024-01-05,1902
2024-01-05,1089
2024-01-05,3781
2024-01-05,3599
2024-01-05,4423
2024-01-05,975
2024-01-05,2107
2024-01-05,2029
2024-01-05,570
2024-01-05,3960
2024-01-05,4899
2024-01-05,2557
2024-01-05,1601
2024-01-05,2348
2024-01-05,2301
2024-01-05,1010
2024-01-05,2474
2024-01-05,615
2024-01-05,3427
2024-01-05,1745
2024-01-05,4146
2024-01-05,3982
2024-01-05,3424
2024-01-05,639
2024-01-05,4726
2024-01-05,1505
2024-01-05,2769
2024-01-05,326
2024-01-05,767
2024-01-05,1551
2024-01-05,2634
2024-01-05,889
2024-01-05,1187
2024-01-05,1441
2024-01-05,4043
2024-01-05,4840
2024-01-05,1125
2024-01-05,2595
2024-01-05,1951
2024-01-05,2259
2024-01-05,3308
2024-01-05,1375
2024-01-05,3351
2024-01-05,4349
2024-01-05,3117
2024-01-05,1529
2024-01-05,704
2024-01-05,2758
2024-01-05,3662
2024-01-05,394
2024-01-05,1530
2024-01-05,4113
2024-01-05,3250
2024-01-05,4482
2024-01-05,1366
2024-01-05,4499
2024-01-05,725
2024-01-05,810
2024-01-05,770
2024-01-05,3684
2024-01-05,1020
2024-01-05,2785
2024-01-05,2532
2024-01-05,2044
2024-01-05,1305
2024-01-05,3879
2024-01-05,4880
2024-01-05,851
2024-01-05,621
2024-01-05,2462
2024-01-05,2887
2024-01-05,409
2024-01-05,869
2024-01-05,1664
2024-01-05,2081
2024-01-05,1985
2024-01-05,1783
2024-01-05,732
2024-01-05,2550
2024-01-05,3480
2024-01-05,798
2024-01-05,898
2024-01-05,1717
2024-01-05,1185
2024-01-05,4134
2024-01-05,4527
2024-01-05,782
2024-01-05,4966
2024-01-05,3540
2024-01-05,811
2024-01-05,3797
2024-01-05,1646
2024-01-05,4220
2024-01-05,2330
2024-01-05,4998
2024-01-05,2101
2024-01-05,945
2024-01-05,1389
2024-01-05,4560
2024-01-05,1186
2024-01-05,85
2024-01-05,4835
2024-01-05,4810
2024-01-05,1758
2024-01-05,2429
2024-01-05,1876
2024-01-05,270
2024-01-05,1235
2024-01-05,4065
2024-01-05,748
2024-01-05,3694
2024-01-05,3082
2024-01-05,252
2024-01-05,3769
2024-01-05,2497
2024-01-05,4560
2024-01-05,1743
2024-01-05,793
2024-01-05,67
2024-01-05,2478
2024-01-05,856
2024-01-05,511
2024-01-05,1163
2024-01-05,1269
2024-01-05,3627
2024-01-05,1091
2024-01-05,1545
2024-01-05,4837
2024-01-05,2150
2024-01-05,908
2024-01-05,4548
2024-01-05,1012
2024-01-05,1808
2024-01-05,3893
2024-01-05,1083
2024-01-05,64
2024-01-05,3698
2024-01-05,1021
2024-01-05,3535
2024-01-05,519
2024-01-05,2269
2024-01-05,1058
2024-01-05,4996
2024-01-05,180
2024-01-05,3037
2024-01-05,1215
2024-01-05,2801
2024-01-05,1903
2024-01-05,3700
2024-01-05,3607
2024-01-05,3643
2024-01-05,468
2024-01-05,110
2024-01-05,2636
2024-01-05,4578
2024-01-05,1535
2024-01-05,399
2024-01-05,664
2024-01-05,2296
2024-01-05,3217
2024-01-05,3040
2024-01-05,4282
2024-01-05,2144
2024-01-05,179
2024-01-05,3146
2024-01-05,1111
2024-01-05,4010
2024-01-05,2745
2024-01-05,4391
2024-01-05,3748
2024-01-05,4749
2024-01-05,52
2024-01-05,3181
2024-01-05,2557
2024-01-05,1944
2024-01-05,2093
2024-01-05,957
2024-01-05,3361
2024-01-05,4620
2024-01-05,3804
2024-01-05,3486
2024-01-05,3354
2024-01-05,2524
2024-01-05,1648
2024-01-05,1361
2024-01-05,1671
2024-01-05,372
2024-01-05,1649
2024-01-05,1940
2024-01-05,354
2024-01-05,2646
2024-01-05,1815
2024-01-05,762
2024-01-05,2649
2024-01-05,2325
2024-01-05,1745
2024-01-05,1543
2024-01-05,3651
2024-01-05,2850
2024-01-05,1694
2024-01-05,2097
2024-01-05,2936
2024-01-05,517
2024-01-05,2197
2024-01-05,4353
2024-01-05,1251
2024-01-05,3551
2024-01-05,2817
2024-01-05,3657
2024-01-05,2794
2024-01-05,2143
2024-01-05,3094
2024-01-05,4456
2024-01-05,4539
2024-01-05,4269
2024-01-05,2495
2024-01-05,2392
2024-01-06,884
2024-01-06,4567
2024-01-06,1781
2024-01-06,4271
2024-01-06,4945
2024-01-06,1288
2024-01-06,3696
2024-01-06,1206
2024-01-06,2095
2024-01-06,197
2024-01-06,1421
2024-01-06,2133
2024-01-06,3240
2024-01-06,804
2024-01-06,4585
2024-01-06,4365
2024-01-06,2585
2024-01-06,4336
2024-01-06,1663
2024-01-06,4796
2024-01-06,2285
2024-01-06,3564
2024-01-06,822
2024-01-06,3314
2024-01-06,2977
2024-01-06,2774
2024-01-06,3148
2024-01-06,72
2024-01-06,1793
2024-01-06,185
2024-01-06,1673
2024-01-06,1217
2024-01-06,2835
2024-01-06,1350
2024-01-06,1017
2024-01-06,1136
2024-01-06,2612
2024-01-06,1370
2024-01-06,4268
2024-01-06,1838
2024-01-06,3358
2024-01-06,1188
2024-01-06,1190
2024-01-06,1481
2024-01-06,1837
2024-01-06,3243
2024-01-06,4888
2024-01-06,4368
2024-01-06,2970
2024-01-06,295
2024-01-06,3945
2024-01-06,988
2024-01-06,4406
2024-01-06,1464
2024-01-06,769
2024-01-06,1856
2024-01-06,1898
2024-01-06,948
2024-01-06,1463
2024-01-06,4796
2024-01-06,3184
2024-01-06,213
2024-01-06,2739
2024-01-06,4904
2024-01-06,3446
2024-01-06,4584
2024-01-06,3799
2024-01-06,4283
2024-01-06,4816
2024-01-06,1426
2024-01-06,3429
2024-01-06,2927
2024-01-06,3463
2024-01-06,406
2024-01-06,1077
2024-01-06,4122
2024-01-06,1847
2024-01-06,2575
2024-01-06,611
2024-01-06,1606
2024-01-06,2578
2024-01-06,4005
2024-01-06,4067
2024-01-06,227
2024-01-06,2163
2024-01-06,592
2024-01-06,325
2024-01-06,2141
2024-01-06,4567
2024-01-06,4788
2024-01-06,4993
2024-01-06,3959
2024-01-06,3309
2024-01-06,4614
2024-01-06,2149
2024-01-06,4958
2024-01-06,3582
2024-01-06,1797
2024-01-06,1945
2024-01-06,2082
2024-01-06,634
2024-01-06,1264
2024-01-06,377
2024-01-06,3257
2024-01-06,4515
2024-01-06,96
2024-01-06,1687
2024-01-06,243
2024-01-06,2577
2024-01-06,1099
2024-01-06,1030
2024-01-06,1851
2024-01-06,3848
2024-01-06,2891
2024-01-06,4636
2024-01-06,1080
2024-01-06,3732
2024-01-06,1791
2024-01-06,4241
2024-01-06,1790
2024-01-06,3784
2024-01-06,4938
2024-01-06,3552
2024-01-06,3635
2024-01-06,1528
2024-01-06,4114
2024-01-06,3083
2024-01-06,4616
2024-01-06,1688
2024-01-06,4506
2024-01-06,3195
2024-01-06,1629
2024-01-06,4684
2024-01-06,3082
2024-01-06,4565
2024-01-06,3775
2024-01-06,2503
2024-01-06,597
2024-01-06,4100
2024-01-06,737
2024-01-06,752
2024-01-06,960
2024-01-06,2590
2024-01-06,1251
2024-01-06,2527
2024-01-06,4785
2024-01-06,611
2024-01-06,2913
2024-01-06,1543
2024-01-06,974
2024-01-06,2605
2024-01-06,1033
2024-01-06,3142
2024-01-06,514
2024-01-06,2399
2024-01-06,931
2024-01-06,4790
2024-01-06,848
2024-01-06,3183
2024-01-06,3464
2024-01-06,407
2024-01-06,4429
2024-01-06,2927
2024-01-06,3498
2024-01-06,361
2024-01-06,1656
2024-01-06,2666
2024-01-06,652
2024-01-06,4024
2024-01-06,769
2024-01-06,2427
2024-01-06,4461
2024-01-06,561
2024-01-06,4804
2024-01-06,1718
2024-01-06,4236
2024-01-06,3031
2024-01-06,172
2024-01-06,4763
2024-01-06,3093
2024-01-06,4007
2024-01-06,2501
2024-01-06,341
2024-01-06,435
2024-01-06,3203
2024-01-06,1618
2024-01-06,3604
2024-01-06,4023
2024-01-06,697
2024-01-06,3220
2024-01-06,4896
2024-01-06,3546
2024-01-06,2032
2024-01-06,4211
2024-01-06,1603
2024-01-06,4873
2024-01-06,4125
2024-01-06,1637
2024-01-06,2855
2024-01-06,149
2024-01-06,691
2024-01-07,96
2024-01-07,1980
2024-01-07,546
2024-01-07,2382
2024-01-07,1936
2024-01-07,916
2024-01-07,4488
2024-01-07,3605
2024-01-07,2130
2024-01-07,2147
2024-01-07,3522
2024-01-07,1177
2024-01-07,1141
2024-01-07,1011
2024-01-07,2244
2024-01-07,2380
2024-01-07,3790
2024-01-07,3093
2024-01-07,4137
2024-01-07,3439
2024-01-07,4664
2024-01-07,4704
2024-01-07,4026
2024-01-07,4666
2024-01-07,668
2024-01-07,4574
2024-01-07,3149
2024-01-07,2561
2024-01-07,3864
2024-01-07,3830
2024-01-07,851
2024-01-07,921
2024-01-07,2067
2024-01-07,3338
2024-01-07,1365
2024-01-07,2598
2024-01-07,2622
2024-01-07,4303
2024-01-07,604
2024-01-07,3339
2024-01-07,3286
2024-01-07,108
2024-01-07,3952
2024-01-07,3805
2024-01-07,1310
2024-01-07,2811
2024-01-07,3437
2024-01-07,3145
2024-01-07,4596
2024-01-07,3837
2024-01-07,720
2024-01-07,1177
2024-01-07,3056
2024-01-07,3079
2024-01-07,228
2024-01-07,4070
2024-01-07,3090
2024-01-07,3324
2024-01-07,4208
2024-01-07,18
2024-01-07,2297
2024-01-07,1943
2024-01-07,3855
2024-01-07,2692
2024-01-07,3115
2024-01-07,4858
2024-01-07,1520
2024-01-07,394
2024-01-07,977
2024-01-07,3302
2024-01-07,4966
2024-01-07,2072
2024-01-07,595
2024-01-07,3943
2024-01-07,2832
2024-01-07,763
2024-01-07,198
2024-01-07,225
2024-01-07,1437
2024-01-07,2353
2024-01-07,1798
2024-01-07,453
2024-01-07,2690
2024-01-07,4676
2024-01-07,4671
2024-01-07,3110
2024-01-07,444
2024-01-07,3737
2024-01-07,3433
2024-01-07,4256
2024-01-07,1354
2024-01-07,3699
2024-01-07,542
2024-01-07,4712
2024-01-07,2996
2024-01-07,1479
2024-01-07,2811
2024-01-07,667
2024-01-07,887
2024-01-07,3391
2024-01-07,1221
2024-01-07,1094
2024-01-07,3307
2024-01-07,319
2024-01-07,4678
2024-01-07,3017
2024-01-07,2655
2024-01-07,3458
2024-01-07,2706
2024-01-07,2526
2024-01-07,2634
2024-01-07,32
2024-01-07,1756
2024-01-07,1132
